Sci-Fi,his,{"count": 2591, "idf2": 1.8, "tf-idf2": 1.0, "tf-idf": 0.481, "tf_in_genre": 0.55816, "idf": 0.8624964762500651, "tf_tot": 0.55}
Sci-Fi,in,{"count": 3577, "idf2": 1.3, "tf-idf2": 1.0, "tf-idf": 0.273, "tf_in_genre": 0.77057, "idf": 0.3547594873547348, "tf_tot": 0.782}
Sci-Fi,also,{"count": 465, "idf2": 10.0, "tf-idf2": 1.0, "tf-idf": 0.333, "tf_in_genre": 0.10017, "idf": 3.3219280948873626, "tf_tot": 0.1}
Sci-Fi,and,{"count": 4158, "idf2": 1.1, "tf-idf2": 0.99, "tf-idf": 0.125, "tf_in_genre": 0.89573, "idf": 0.13923579737117195, "tf_tot": 0.908}
Sci-Fi,for,{"count": 2178, "idf2": 2.1, "tf-idf2": 0.99, "tf-idf": 0.507, "tf_in_genre": 0.46919, "idf": 1.080087911322692, "tf_tot": 0.473}
Sci-Fi,with,{"count": 2564, "idf2": 1.8, "tf-idf2": 0.99, "tf-idf": 0.462, "tf_in_genre": 0.55235, "idf": 0.8365012677171205, "tf_tot": 0.56}
Sci-Fi,up,{"count": 911, "idf2": 5.0, "tf-idf2": 0.98, "tf-idf": 0.456, "tf_in_genre": 0.19625, "idf": 2.321928094887362, "tf_tot": 0.2}
Sci-Fi,the,{"count": 4500, "idf2": 1.0, "tf-idf2": 0.97, "tf-idf": 0.06, "tf_in_genre": 0.96941, "idf": 0.06190243892590693, "tf_tot": 0.958}
Sci-Fi,come,{"count": 586, "idf2": 7.6, "tf-idf2": 0.96, "tf-idf": 0.37, "tf_in_genre": 0.12624, "idf": 2.932361283124637, "tf_tot": 0.131}
Sci-Fi,two,{"count": 697, "idf2": 6.4, "tf-idf2": 0.96, "tf-idf": 0.402, "tf_in_genre": 0.15015, "idf": 2.680382065799839, "tf_tot": 0.156}
Sci-Fi,he,{"count": 2033, "idf2": 2.2, "tf-idf2": 0.96, "tf-idf": 0.502, "tf_in_genre": 0.43796, "idf": 1.1456053222468991, "tf_tot": 0.452}
Sci-Fi,make,{"count": 642, "idf2": 6.8, "tf-idf2": 0.94, "tf-idf": 0.381, "tf_in_genre": 0.1383, "idf": 2.7563309190331373, "tf_tot": 0.148}
Sci-Fi,him,{"count": 1058, "idf2": 4.1, "tf-idf2": 0.93, "tf-idf": 0.464, "tf_in_genre": 0.22792, "idf": 2.0350469470992008, "tf_tot": 0.244}
Sci-Fi,work,{"count": 516, "idf2": 8.4, "tf-idf2": 0.93, "tf-idf": 0.341, "tf_in_genre": 0.11116, "idf": 3.0709665213541437, "tf_tot": 0.119}
Sci-Fi,live,{"count": 716, "idf2": 5.8, "tf-idf2": 0.89, "tf-idf": 0.39, "tf_in_genre": 0.15424, "idf": 2.5311560570253624, "tf_tot": 0.173}
Sci-Fi,at,{"count": 1121, "idf2": 3.5, "tf-idf2": 0.85, "tf-idf": 0.441, "tf_in_genre": 0.24149, "idf": 1.8262329322632935, "tf_tot": 0.282}
Sci-Fi,friend,{"count": 547, "idf2": 7.2, "tf-idf2": 0.85, "tf-idf": 0.335, "tf_in_genre": 0.11784, "idf": 2.84684321193858, "tf_tot": 0.139}
Sci-Fi,life,{"count": 736, "idf2": 5.3, "tf-idf2": 0.84, "tf-idf": 0.382, "tf_in_genre": 0.15855, "idf": 2.41119543298445, "tf_tot": 0.188}
Sci-Fi,about,{"count": 668, "idf2": 5.6, "tf-idf2": 0.81, "tf-idf": 0.356, "tf_in_genre": 0.1439, "idf": 2.473931188332412, "tf_tot": 0.18}
Sci-Fi,young,{"count": 613, "idf2": 6.0, "tf-idf2": 0.79, "tf-idf": 0.342, "tf_in_genre": 0.13206, "idf": 2.5907448533151625, "tf_tot": 0.166}
Sci-Fi,get,{"count": 735, "idf2": 5.0, "tf-idf2": 0.79, "tf-idf": 0.367, "tf_in_genre": 0.15834, "idf": 2.3147325934831584, "tf_tot": 0.201}
Sci-Fi,stori,{"count": 487, "idf2": 7.2, "tf-idf2": 0.76, "tf-idf": 0.299, "tf_in_genre": 0.10491, "idf": 2.84684321193858, "tf_tot": 0.139}
Sci-Fi,her,{"count": 1028, "idf2": 3.1, "tf-idf2": 0.69, "tf-idf": 0.364, "tf_in_genre": 0.22146, "idf": 1.6438561897747248, "tf_tot": 0.32}
Sci-Fi,she,{"count": 678, "idf2": 4.3, "tf-idf2": 0.63, "tf-idf": 0.31, "tf_in_genre": 0.14606, "idf": 2.1202942337177118, "tf_tot": 0.23}
Crime,crimin,{"count": 956, "idf2": 52.6, "tf-idf2": 5.79, "tf-idf": 0.629, "tf_in_genre": 0.11004, "idf": 5.717856771218502, "tf_tot": 0.019}
Crime,crime,{"count": 1302, "idf2": 37.0, "tf-idf2": 5.54, "tf-idf": 0.781, "tf_in_genre": 0.14986, "idf": 5.210896782498619, "tf_tot": 0.027}
